ARTWORK_TITLE,ARTIST,YEAR,MEDIUM,TYPE,DIMENSION,SUPPORT,FRAME,SIGNATURE,AUTHENTICITY,ABOUT,IMAGE_LOC,SElLER_ID,ARTWORK_ID
"Cosmos I","Michael Grine",2019,Painting,"Unique work","91.4 x 61 x 3.8 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionCosmos I 2019 is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself. This work is on up-cycled canvas. I use recycled materials whenever possible. This work was named by my daughter Emma.
        

        Read more",NULL,1,653
"Desert Fire I","Michael Grine",2019,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionDesert Fire I 2019 18”x24” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,654
"Diamond Star Halo","Michael Grine",2018,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionDiamond Star Halo 2018 18”x24” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,655
"Legacy I","Michael Grine",2019,Painting,"Unique work","30.5 x 22.9 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionLegacy I 2019 is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,656
"Bug Zapper I","Michael Grine",2019,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionBug Zapper I 2019 18”x24” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,657
Bent,"Michael Grine",2018,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionThis is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,658
Atmosphere,"Michael Grine",2019,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionAtmosphere 2019 18”x24” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,659
"Combustible I","Michael Grine",2018,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on cardboard","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionCombustible I 2018 18”x24” aerosol on cardboard is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,660
Cataracts,"Michael Grine",2019,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionCataracts 2019 18”x24” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,661
"Eclipse I","Michael Grine",2018,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionEclipse I 2018 18”x24” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,662
"Eclipse II","Michael Grine",2018,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionEclipse II 2018 18”x24” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,663
"Trapped in a Box","Michael Grine",2019,Painting,"Unique work","45.7 x 61 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionTrapped in a Box 2019 24”x18” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,664
"Race with the Devil","Michael Grine",2019,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionRace with the Devil 2019 18”x24” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,665
"The Pits","Michael Grine",2019,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionThe Pits 2019 18”x24” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,666
"What did I do?","Michael Grine",2019,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionWhat did I do? 2019 18”x24” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,667
"They are Us","Michael Grine",2019,Painting,"Unique work","45.7 x 61 x 0 cm (Height x Width x Depth)","Painting on cardboard","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionThey are Us 2019 24”x18” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,668
"Six Moons","Michael Grine",2019,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionSix Moons 2019 18”x24” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,669
"The Back","Michael Grine",2019,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on cardboard","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionThe Back 2019 18”x24” aerosol on cardboard is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,670
"Two Worlds I","Michael Grine",2019,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on cardboard","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionTwo Worlds I 2019 18”x24” aerosol on cardboard is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,671
"Holy Hell","Michael Grine",2019,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionHoly Hell 2019 18”x24” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,672
